menu_id,restaurante_id,fecha,dia_semana,dia_semana_num,temporada,primer_plato,primer_plato_id,segundo_plato,segundo_plato_id,postre,postre_id,bebida_incluida,precio
925,8,2025-10-09,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
926,8,2025-10-10,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
927,8,2025-10-13,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
928,8,2025-10-14,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
929,8,2025-10-15,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
930,8,2025-10-16,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
931,8,2025-10-17,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
932,8,2025-10-20,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
933,8,2025-10-21,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
934,8,2025-10-22,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
935,8,2025-10-23,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
936,8,2025-10-24,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
937,8,2025-10-27,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
938,8,2025-10-28,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
939,8,2025-10-29,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
940,8,2025-10-30,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
941,8,2025-10-31,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
942,8,2025-11-03,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
943,8,2025-11-04,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
944,8,2025-11-05,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
945,8,2025-11-06,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
946,8,2025-11-07,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
947,8,2025-11-10,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
948,8,2025-11-11,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
949,8,2025-11-12,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
950,8,2025-11-13,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
951,8,2025-11-14,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
952,8,2025-11-17,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
953,8,2025-11-18,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
954,8,2025-11-19,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
955,8,2025-11-20,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
956,8,2025-11-21,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
957,8,2025-11-24,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
958,8,2025-11-25,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
959,8,2025-11-26,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
960,8,2025-11-27,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
961,8,2025-11-28,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
962,8,2025-12-01,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
963,8,2025-12-02,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
964,8,2025-12-03,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
965,8,2025-12-04,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
966,8,2025-12-05,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
967,8,2025-12-09,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
968,8,2025-12-10,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
969,8,2025-12-11,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
970,8,2025-12-12,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
971,8,2025-12-15,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
972,8,2025-12-16,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
973,8,2025-12-17,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
974,8,2025-12-18,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
975,8,2025-12-19,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
976,8,2025-12-22,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
977,8,2025-12-23,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
978,8,2025-12-24,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
979,8,2025-12-26,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
980,8,2025-12-29,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
981,8,2025-12-30,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
982,8,2025-12-31,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
983,8,2026-01-02,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
984,8,2026-01-05,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
985,8,2026-01-07,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
986,8,2026-01-08,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
987,8,2026-01-09,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
988,8,2026-01-12,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
989,8,2026-01-13,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
990,8,2026-01-14,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
991,8,2026-01-15,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
992,8,2026-01-16,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
993,8,2026-01-19,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
994,8,2026-01-20,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
995,8,2026-01-21,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
996,8,2026-01-22,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
997,8,2026-01-23,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
998,8,2026-01-26,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
999,8,2026-01-27,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
1000,8,2026-01-28,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
1001,8,2026-01-29,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
1002,8,2026-01-30,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
1003,8,2026-02-02,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
1004,8,2026-02-03,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
1005,8,2026-02-04,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
1006,8,2026-02-05,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
1007,8,2026-02-06,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
1008,8,2026-02-09,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
1009,8,2026-02-10,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
1010,8,2026-02-11,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
1011,8,2026-02-12,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
1012,8,2026-02-13,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
1013,8,2026-02-16,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
1014,8,2026-02-17,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
1015,8,2026-02-18,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
1016,8,2026-02-19,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
1017,8,2026-02-20,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
1018,8,2026-02-23,Lunes,0,invierno,Crema de brócoli,205,Estofado de soja,210,Torrijas,26,True,12.0
1019,8,2026-02-24,Martes,1,invierno,Bowl de boniato asado,206,Risotto de setas,211,Tarta de queso,27,True,12.0
1020,8,2026-02-25,Miércoles,2,invierno,Sopa de miso vegana,207,Chili sin carne,212,Crema catalana,28,True,12.0
1021,8,2026-02-26,Jueves,3,invierno,Falafel casero,208,Guiso de judías,213,Brownie con helado,29,True,12.0
1022,8,2026-02-27,Viernes,4,invierno,Crema de coliflor,209,Pasta integral con verduras,214,Leche frita,30,True,12.0
1023,8,2026-03-02,Lunes,0,primavera,Gazpacho verde,215,Bowl hawaiano vegano,220,Fresones con nata,41,True,12.0
1024,8,2026-03-03,Martes,1,primavera,Ensalada power bowl,216,Wrap de falafel,221,Helado artesano,42,True,12.0
1025,9,2025-09-01,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1026,9,2025-09-02,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1027,9,2025-09-03,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1028,9,2025-09-04,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1029,9,2025-09-05,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1030,9,2025-09-08,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1031,9,2025-09-09,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1032,9,2025-09-10,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1033,9,2025-09-11,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1034,9,2025-09-12,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1035,9,2025-09-15,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1036,9,2025-09-16,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1037,9,2025-09-17,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1038,9,2025-09-18,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1039,9,2025-09-19,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1040,9,2025-09-22,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1041,9,2025-09-23,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1042,9,2025-09-24,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1043,9,2025-09-25,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1044,9,2025-09-26,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1045,9,2025-09-29,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1046,9,2025-09-30,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1047,9,2025-10-01,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1048,9,2025-10-02,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1049,9,2025-10-03,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1050,9,2025-10-06,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1051,9,2025-10-07,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1052,9,2025-10-08,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1053,9,2025-10-09,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1054,9,2025-10-10,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1055,9,2025-10-13,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1056,9,2025-10-14,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1057,9,2025-10-15,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1058,9,2025-10-16,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1059,9,2025-10-17,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1060,9,2025-10-20,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1061,9,2025-10-21,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1062,9,2025-10-22,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1063,9,2025-10-23,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1064,9,2025-10-24,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1065,9,2025-10-27,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1066,9,2025-10-28,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1067,9,2025-10-29,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1068,9,2025-10-30,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1069,9,2025-10-31,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1070,9,2025-11-03,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1071,9,2025-11-04,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1072,9,2025-11-05,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1073,9,2025-11-06,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1074,9,2025-11-07,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1075,9,2025-11-10,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1076,9,2025-11-11,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1077,9,2025-11-12,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1078,9,2025-11-13,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1079,9,2025-11-14,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1080,9,2025-11-17,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1081,9,2025-11-18,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1082,9,2025-11-19,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1083,9,2025-11-20,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1084,9,2025-11-21,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1085,9,2025-11-24,Lunes,0,otoño,Salpicón de marisco,225,Merluza a la vasca,229,Arroz con leche,11,True,16.0
1086,9,2025-11-25,Martes,1,otoño,Gambas al ajillo,226,Paella de marisco,142,Flan casero,12,True,16.0
1087,9,2025-11-26,Miércoles,2,otoño,Mejillones a la marinera,227,Lubina a la espalda,230,Tarta de manzana,13,True,16.0
1088,9,2025-11-27,Jueves,3,otoño,Ensalada de mariscos,228,Gambas a la plancha,231,Natillas,14,True,16.0
1089,9,2025-11-28,Viernes,4,otoño,Sopa de pescado,140,Rape alangostado,232,Coulant de chocolate,15,True,16.0
1090,9,2025-12-01,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1091,9,2025-12-02,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1092,9,2025-12-03,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1093,9,2025-12-04,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1094,9,2025-12-05,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1095,9,2025-12-09,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1096,9,2025-12-10,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1097,9,2025-12-11,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1098,9,2025-12-12,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1099,9,2025-12-15,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1100,9,2025-12-16,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1101,9,2025-12-17,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1102,9,2025-12-18,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1103,9,2025-12-19,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1104,9,2025-12-22,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1105,9,2025-12-23,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1106,9,2025-12-24,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1107,9,2025-12-26,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1108,9,2025-12-29,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1109,9,2025-12-30,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1110,9,2025-12-31,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1111,9,2026-01-02,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1112,9,2026-01-05,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1113,9,2026-01-07,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1114,9,2026-01-08,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1115,9,2026-01-09,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1116,9,2026-01-12,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1117,9,2026-01-13,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1118,9,2026-01-14,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1119,9,2026-01-15,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1120,9,2026-01-16,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1121,9,2026-01-19,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1122,9,2026-01-20,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1123,9,2026-01-21,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1124,9,2026-01-22,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1125,9,2026-01-23,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1126,9,2026-01-26,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1127,9,2026-01-27,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1128,9,2026-01-28,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1129,9,2026-01-29,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1130,9,2026-01-30,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1131,9,2026-02-02,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1132,9,2026-02-03,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1133,9,2026-02-04,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1134,9,2026-02-05,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1135,9,2026-02-06,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1136,9,2026-02-09,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1137,9,2026-02-10,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1138,9,2026-02-11,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1139,9,2026-02-12,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1140,9,2026-02-13,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1141,9,2026-02-16,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1142,9,2026-02-17,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1143,9,2026-02-18,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1144,9,2026-02-19,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1145,9,2026-02-20,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
1146,9,2026-02-23,Lunes,0,invierno,Sopa de marisco,146,Bacalao gratinado,237,Torrijas,26,True,16.0
1147,9,2026-02-24,Martes,1,invierno,Cazuela de almejas,233,Zarzuela de pescado,238,Tarta de queso,27,True,16.0
1148,9,2026-02-25,Miércoles,2,invierno,Pulpo a la gallega,234,Rodaballo al horno,239,Crema catalana,28,True,16.0
1149,9,2026-02-26,Jueves,3,invierno,Navajas a la plancha,235,Merluza en salsa,240,Brownie con helado,29,True,16.0
1150,9,2026-02-27,Viernes,4,invierno,Vieiras gratinadas,236,Chipirones encebollados,241,Leche frita,30,True,16.0
